year,competition_id,url,http_status,competition_name,start_date,end_date,location,fetched_at_utc,probe_error,officials_analysis_competition_type_id,season_year
2024,35501,https://ijs.usfigureskating.org/leaderboard/results/2024/35501/index.asp,200,2024 Skate the Lake (Non-Qualifying),8/18/24,8/20/24,"Green Rink, Blue Rink, Pleasant Prairie, WI",2026-05-18T22:28:52+00:00,,11,2425
2024,33419,https://ijs.usfigureskating.org/leaderboard/results/2024/33419/index.asp,200,2024 Atlanta Open,8/23/24,8/25/24,"The Cooler, Alpharetta, GA",2026-05-18T22:24:13+00:00,,11,2425
2024,35489,https://ijs.usfigureskating.org/leaderboard/results/2024/35489/index.asp,200,2024 Silver State Open Championship,8/23/24,8/25/24,"City National Arena, Las Vegas, Nevada",2026-05-18T22:28:49+00:00,,11,2425
2024,35517,https://ijs.usfigureskating.org/leaderboard/results/2024/35517/index.asp,200,2024 Oklahoma Open,8/23/24,8/25/24,"Arctic Edge Ice Arena, Oklahoma City",2026-05-18T22:28:57+00:00,,11,2425
2024,34391,https://ijs.usfigureskating.org/leaderboard/results/2024/34391/index.asp,200,2024 Battle of the Blades,8/24/24,8/25/24,"SportONE Parkview Icehouse, Fort Wayne, IN",2026-05-18T22:26:47+00:00,,11,2425
2024,33429,https://ijs.usfigureskating.org/leaderboard/results/2024/33429/index.asp,200,2024 Golden West Championships,8/30/24,9/1/24,"Rink 3, Rink 4, Irvine, CA",2026-05-18T22:24:14+00:00,,11,2425
2024,33484,https://ijs.usfigureskating.org/leaderboard/results/2024/33484/index.asp,200,2024 Skate Houston,8/30/24,9/1/24,"Sugar Land Ice & Sports Center, Sugar Land, TX",2026-05-18T22:24:21+00:00,,11,2425
2024,33417,https://ijs.usfigureskating.org/leaderboard/results/2024/33417/index.asp,200,2024 Sherwood Invitational,9/1/24,9/2/24,"Winterhawks Ice - Sherwood, Sherwood, OR",2026-05-18T22:24:12+00:00,,11,2425
2024,35508,https://ijs.usfigureskating.org/leaderboard/results/2024/35508/index.asp,200,98th Annual Middle Atlantic FS Championships,9/3/24,9/8/24,"East Rink, West Rink, New York, NY",2026-05-18T22:28:53+00:00,,11,2425
2024,34463,https://ijs.usfigureskating.org/leaderboard/results/2024/34463/index.asp,200,2024 Ice in the Pines,9/6/24,9/8/24,"Jay Lively Ice Arena, Flagstaff, AZ",2026-05-18T22:27:08+00:00,,11,2425
2024,34468,https://ijs.usfigureskating.org/leaderboard/results/2024/34468/index.asp,200,2024 Greater Chicagoland Fall Invitational NonQual,9/6/24,9/8/24,"Rink 1, Rink 2, Evanston, IL",2026-05-18T22:27:09+00:00,,11,2425
2024,35499,https://ijs.usfigureskating.org/leaderboard/results/2024/35499/index.asp,200,2024 John Smith Memorial Competition,9/6/24,9/8/24,"Training Rink, Main Rink, Extreme Ice Center, Indian Trail, NC",2026-05-18T22:28:51+00:00,,11,2425
2024,33495,https://ijs.usfigureskating.org/leaderboard/results/2024/33495/index.asp,200,2024 Skate St. Moritz,9/7/24,9/8/24,"Oakland Ice Center, Oakland, CA",2026-05-18T22:24:22+00:00,,11,2425
2024,35518,https://ijs.usfigureskating.org/leaderboard/results/2024/35518/index.asp,200,45th Annual Pasadena Open Championships,9/12/24,9/15/24,"Pasadena Ice Skating Center, Pasadena, CA",2026-05-18T22:28:57+00:00,,11,2425
2024,35559,https://ijs.usfigureskating.org/leaderboard/results/2024/35559/index.asp,200,2024 National Solo Dance Finals,9/12/24,9/15/24,"AdventHealth Center Ice, Wesley Chapel, FL",2026-05-18T22:29:06+00:00,,11,2425
2024,35502,https://ijs.usfigureskating.org/leaderboard/results/2024/35502/index.asp,200,2024 Colorado Springs Invitational and RMSG,9/13/24,9/14/24,"East Rink, Monument, Colorado",2026-05-18T22:28:52+00:00,,11,2425
2024,35546,https://ijs.usfigureskating.org/leaderboard/results/2024/35546/index.asp,200,2024 Southern Indiana Ice Classic,9/14/24,9/15/24,"Swonder Ice Arena, Evansville, Indiana",2026-05-18T22:29:04+00:00,,11,2425
2024,34403,https://ijs.usfigureskating.org/leaderboard/results/2024/34403/index.asp,200,2024 PNIC Championships Non-Qualifying,9/19/24,9/22/24,"Sno-King Ice Arena, Snoqualmie, WA",2026-05-18T22:26:49+00:00,,11,2425
2024,35516,https://ijs.usfigureskating.org/leaderboard/results/2024/35516/index.asp,200,40th Annual Oktoberfest,9/19/24,9/21/24,"Cottonwood Heights Recreation, Cottonwood Heights, UT",2026-05-18T22:28:56+00:00,,11,2425
2024,35541,https://ijs.usfigureskating.org/leaderboard/results/2024/35541/index.asp,200,2024 Challenge Cup,9/19/24,9/22/24,"Philadelphia Skating Club and, Ardmore, PA",2026-05-18T22:29:03+00:00,,11,2425
2024,35491,https://ijs.usfigureskating.org/leaderboard/results/2024/35491/index.asp,200,2024 Pony Express Championships,9/20/24,9/22/24,"Bode Ice Arena, Saint Joseph, Missouri",2026-05-18T22:28:51+00:00,,11,2425
2024,35531,https://ijs.usfigureskating.org/leaderboard/results/2024/35531/index.asp,200,Skate Cleveland NQ,9/20/24,9/22/24,"Rink 1, Rink 2, Lakewood, OH",2026-05-18T22:29:01+00:00,,11,2425
2024,35532,https://ijs.usfigureskating.org/leaderboard/results/2024/35532/index.asp,200,2024 Maplewood Fall Classic,9/20/24,9/22/24,"TCO Sports Garden, Vadnais Heights, MN",2026-05-18T22:29:02+00:00,,11,2425
2024,35497,https://ijs.usfigureskating.org/leaderboard/results/2024/35497/index.asp,200,2024 Austin Fall Festival - Nonqual,9/25/24,9/29/24,"Gold Rink, Silver Rink, Cedar Park, TX",2026-05-18T22:28:51+00:00,,11,2425
2024,35503,https://ijs.usfigureskating.org/leaderboard/results/2024/35503/index.asp,200,2024 Falling Leaves/CRC Champs,9/27/24,9/29/24,"SkateNation Plus, Glen Allen, VA",2026-05-18T22:28:53+00:00,,11,2425
2024,34405,https://ijs.usfigureskating.org/leaderboard/results/2024/34405/index.asp,200,2024 Southwest Florida Fall Classic,9/28/24,9/28/24,"Ellenton Ice and Sports Comple, Ellenton, FL",2026-05-18T22:26:50+00:00,,11,2425
2024,35530,https://ijs.usfigureskating.org/leaderboard/results/2024/35530/index.asp,200,2024 Florida Interclub State Championships,10/4/24,10/6/24,"Community First Igloo, Jacksonville, FL",2026-05-18T22:29:01+00:00,,11,2425
2024,33506,https://ijs.usfigureskating.org/leaderboard/results/2024/33506/index.asp,200,2024 LA Autumn Classic,10/5/24,10/6/24,"NHL Rink, Olympic Rink, El Segundo, CA",2026-05-18T22:24:23+00:00,,11,2425
